--------- beginning of main
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.044 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.045 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.062 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.063 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
--------- beginning of system
03-12 22:19:11.066  1171  1171 D io_stats: !@   8,0 r 2676409 91171272 w 2413583 60711164 d 251902 66941304 f 97330 265418 iot 1016292 0 th 0 0 0 pt 0 inp 0 0 37031.751
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.796 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.796 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.820 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.820 22899 22899 I View    : setRequestedFrameRate frameRate=-4.0, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.822  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.822  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.31133136, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.822  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2897
03-12 22:19:24.822  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.822  3003  4771 D VibratorManagerService: Starting vibration 2897 on thread
03-12 22:19:24.822  3003  4771 D VibratorManagerService: Start AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned allow
03-12 22:19:24.823  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.823  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.35278583, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2898
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.823  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.823  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.823  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.25223047, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2899
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.823  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.823  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2897is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:24.823  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:24.824  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.824  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.34638128, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2900
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.824  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.824  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2897is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:24.824  3003  3639 D VibrationThread: Vibration 2897 finished with EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}
03-12 22:19:24.824  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.824  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.24380761, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2901
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.824  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.824  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2897is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:24.824  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:24.824  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3088724, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2902
03-12 22:19:24.824  3003  3639 D VibratorManagerService: VibrationThread released vibration 2897
03-12 22:19:24.824  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:24.824  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.825  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2897is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:24.825  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:24.825  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:24.825  3003  3639 D VibratorManagerService: Finish AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt
03-12 22:19:24.825  3003  3639 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:24.825  3003  3639 D VibratorManagerService: Starting vibration 2902 on thread
03-12 22:19:24.825  3003  3639 D VibratorManagerService: Start AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned allow
03-12 22:19:24.826  3003  3639 D VibrationThread: Playing vibration id 2902 StartSequentialEffectStep
03-12 22:19:24.826  3003  3639 D VibrationThread: StartSequentialEffectStep for effect #0
03-12 22:19:24.826  3003  3639 E VibratorController: vibratorSetIntensity setAmplitude successfully
03-12 22:19:24.827  2075  2075 E SecVibrator-HAL-AIDL-EXT: V_5_0: setAmplitude 4000
03-12 22:19:24.827  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setForceFeedbackAmplitude]amplitude: 4000
03-12 22:19:24.827  3003  3639 D VibrationThread: Compose [Primitive{primitive=TICK, scale=0.3088724, delay=0, delayType=PAUSE}] primitives on vibrator 0
03-12 22:19:24.828  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]size:1
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDelay:0
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDuration:20
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]effects:41.30,
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setAndTriggerCommonInputff]
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [uploadForceFeedbackeffect]ioctl success ,uploaded effect with ID: 0
03-12 22:19:24.829  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 1
03-12 22:19:24.829  2075 23894 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]compose callback thread
03-12 22:19:24.830  3003  3639 D VibrationThread: Turned on vibrator 0, result = 20
03-12 22:19:24.831 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.831 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.834 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.834 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.839 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.839 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.849 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.849 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.849  3003  3639 D VibrationThread: Playing vibration id 2902 on vibrator 0 CompleteEffectVibratorStep
03-12 22:19:24.849  3003  3639 D VibrationThread: Running complete vibration step on vibrator 0
03-12 22:19:24.850  2075 23894 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]Notifying complete
03-12 22:19:24.850  3003  4771 D VibratorManagerService: Vibration 2902 step 0 on vibrator 0 complete, notifying thread
03-12 22:19:24.850  3003  4771 D VibrationThread: Vibration complete reported by vibrator 0
03-12 22:19:24.850  3003  3639 D VibrationThread: Received completion callback from 0, accepted = true
03-12 22:19:24.850  3003  3639 D VibrationThread: Playing vibration id 2902 on vibrator 0 TurnOffVibratorStep
03-12 22:19:24.850  3003  3639 D VibrationThread: Turning off vibrator 0
03-12 22:19:24.851  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: Vibrator off
03-12 22:19:24.851  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: do_off
03-12 22:19:24.851  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 0
03-12 22:19:24.851  3003  3639 D VibrationThread: Vibration 2902 finished with EndInfo{status=FINISHED, endedBy=null}
03-12 22:19:24.851  3003  3639 D VibrationThread: Playing vibration id 2902 FinishSequentialEffectStep (cleanup)
03-12 22:19:24.851  3003  3639 D VibrationThread: FinishSequentialEffectStep for effect #0
03-12 22:19:24.852  3003  3639 D VibratorManagerService: VibrationThread released vibration 2902
03-12 22:19:24.852  3003  3639 D VibratorManagerService: Finish AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt
03-12 22:19:24.853  3003  3639 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status FINISHED
03-12 22:19:24.864 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.865 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.872 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.872 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.878 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:24.878 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:24.884 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
